UserID;Gender;Age;Occupation;Zip-code
5113;M;25-34;other;55408
1589;M;25-34;other;95136
3041;M;25-34;college/grad student;97333
5610;F;25-34;academic/educator;54880
3170;M;25-34;other;8461
5317;F;25-34;other;2138
4390;M;25-34;other;11201
5119;F;25-34;other;10011
4379;M;25-34;college/grad student;27278
3829;F;25-34;academic/educator;22307
3665;M;25-34;other;95903
3088;F;25-34;college/grad student;87110
591;M;25-34;other;76201
2213;F;25-34;other;60622
5831;M;25-34;academic/educator;92120
513;M;25-34;other;55119
4831;F;25-34;academic/educator;4210
4034;M;25-34;other;21113
4643;M;25-34;other;98115
3106;M;25-34;other;33142
4201;F;25-34;other;65550
5199;F;25-34;academic/educator;35243
2506;F;25-34;sales/marketing;98225
2627;M;25-34;academic/educator;6877
1320;M;25-34;college/grad student;22030
4569;M;25-34;other;21532
2181;M;25-34;other;45245
2706;F;25-34;academic/educator;27713
4739;M;25-34;clerical/admin;32580
3023;F;25-34;executive/managerial;92108
4768;M;25-34;college/grad student;22030
4568;F;25-34;college/grad student;90034
3524;F;25-34;other;83355
2952;M;25-34;college/grad student;6511
4578;M;25-34;other;2134
463;M;25-34;executive/managerial;55105
3620;M;25-34;executive/managerial;94117
2711;F;25-34;college/grad student;1075
3934;M;25-34;other;44512
2020;M;25-34;executive/managerial;45011
1386;F;25-34;other;7026
1969;F;25-34;clerical/admin;92116
2967;M;25-34;other;94110
3455;F;25-34;other;7701
1997;M;25-34;other;84108
2717;M;25-34;college/grad student;96826
3285;M;25-34;college/grad student;44706
4430;F;25-34;other;94403
3098;M;25-34;college/grad student;55112
3371;M;25-34;artist;55405
5152;F;25-34;college/grad student;44406
3938;M;25-34;artist;92711-0571
221;F;25-34;other;94063
3970;F;25-34;artist;2903
3221;M;25-34;other;19106
3121;M;25-34;artist;32118
475;F;25-34;artist;55421
5346;F;25-34;clerical/admin;97330
4010;M;25-34;sales/marketing;94533
4028;M;25-34;college/grad student;2140
3956;M;25-34;other;94930-2010
5153;M;25-34;executive/managerial;60046
32;F;25-34;other;19355
2475;F;25-34;tradesman/craftsman;98115
4934;F;25-34;other;55108
5572;F;25-34;college/grad student;63119
1776;M;25-34;other;45801
4846;F;25-34;artist;90066
5829;F;25-34;college/grad student;78223
5654;M;25-34;college/grad student;95616
5606;F;25-34;sales/marketing;21046
5287;M;25-34;farmer;85203
5053;M;25-34;college/grad student;84111
2748;M;25-34;college/grad student;85719
2875;M;25-34;artist;10013
3040;M;25-34;farmer;22046
4610;F;25-34;college/grad student;53951
5749;M;25-34;artist;94117
3926;M;25-34;artist;94404
1011;M;25-34;farmer;92115
977;M;25-34;artist;80110
4342;M;25-34;other;66614
5314;F;25-34;other;94107
384;M;25-34;lawyer;55075
4708;M;25-34;other;60647
1065;F;25-34;other;94402
5925;F;25-34;other;90035-4444
584;F;25-34;other;94403
5445;M;25-34;other;43223
1758;F;25-34;other;33067-1400
3947;M;25-34;other;90019
748;M;25-34;other;60098
3090;M;25-34;artist;90004
3742;M;25-34;other;90266
346;F;25-34;other;55110
667;M;25-34;tradesman/craftsman;98438
4600;M;25-34;other;46240
5933;M;25-34;artist;98227
3993;M;25-34;other;22015
5497;M;25-34;college/grad student;60201
3146;M;25-34;other;31605
4059;M;25-34;sales/marketing;80232
3595;M;25-34;other;85024
1445;M;25-34;artist;98109
4360;F;25-34;homemaker;98001
4325;M;25-34;other;30082
5659;M;25-34;other;20874
2863;F;25-34;artist;27705
3673;M;25-34;artist;10003
5581;M;25-34;other;10016
2427;F;25-34;sales/marketing;94010
3118;M;25-34;other;77025
5660;M;25-34;artist;78722
3767;M;25-34;other;94305
692;F;25-34;other;85207
1456;M;25-34;artist;98074
5907;M;25-34;artist;11217
3763;M;25-34;artist;98502
4561;F;25-34;homemaker;84037
1708;M;25-34;other;64106
4777;M;25-34;artist;46142
783;M;25-34;college/grad student;53703
1709;M;25-34;other;73147
4140;M;25-34;other;32112
5234;F;25-34;other;60657
3745;F;25-34;homemaker;49442
1792;F;25-34;artist;53523
1345;F;25-34;artist;75070
4632;M;25-34;other;98040
3126;M;25-34;artist;32118
2567;M;25-34;other;6451
3695;M;25-34;artist;98502
954;F;25-34;other;21030
5122;M;25-34;other;20009
4031;M;25-34;other;42445
2940;M;25-34;other;2143
877;M;25-34;other;90631
1475;F;25-34;artist;75075
4518;M;25-34;other;80903
2457;M;25-34;other;60656
4324;M;25-34;customer service;60010
5001;F;25-34;artist;63119
1652;M;25-34;self-employed;98208
3301;F;25-34;artist;85719
1854;M;25-34;other;92346
2947;F;25-34;other;2138
4429;M;25-34;customer service;85705
110;M;25-34;artist;90803
3685;M;25-34;customer service;55100
2100;F;25-34;other;24017
1010;M;25-34;other;10310
643;M;25-34;artist;23188
5627;M;25-34;other;7040
4778;M;25-34;other;46227
1338;M;25-34;other;94108
5502;M;25-34;artist;66044
1293;M;25-34;customer service;60074
1624;M;25-34;other;6810
3563;M;25-34;artist;33133
3689;M;25-34;other;80906
3968;M;25-34;artist;2903
414;M;25-34;other;55317
5416;F;25-34;customer service;1801
3209;M;25-34;other;21555
5793;M;25-34;artist;91602
3593;F;25-34;homemaker;53719
2848;M;25-34;other;47401
3450;M;25-34;customer service;78251
4307;M;25-34;other;94122
788;M;25-34;other;37601
4066;M;25-34;other;19010
2124;M;25-34;other;12306
269;M;25-34;artist;55408
2857;M;25-34;other;10469
501;M;25-34;artist;55372
4874;F;25-34;college/grad student;70808
4980;M;25-34;academic/educator;55403
1906;F;25-34;customer service;91311
4428;M;25-34;sales/marketing;46940
1161;M;25-34;other;10025
3422;M;25-34;customer service;43221
3314;M;25-34;executive/managerial;6516
2225;M;25-34;customer service;96815
847;F;25-34;executive/managerial;80228
4318;M;25-34;customer service;2891
5827;M;25-34;artist;55118
2698;F;25-34;artist;10028
4152;M;25-34;sales/marketing;74114
3151;F;25-34;other;92870
81;F;25-34;other;60640
1051;F;25-34;other;60513
466;M;25-34;customer service;55405
3966;M;25-34;other;30096
1435;M;25-34;sales/marketing;48103
3074;M;25-34;other;23451
3362;F;25-34;other;90212
2628;F;25-34;artist;11217
5299;M;25-34;artist;43202
2456;M;25-34;customer service;48103
4095;M;25-34;other;10013
3037;F;25-34;artist;97333
3127;F;25-34;other;10003
5863;F;25-34;sales/marketing;89511
1369;M;25-34;customer service;12308
4052;M;25-34;artist;43551
2362;M;25-34;sales/marketing;94110
4422;M;25-34;customer service;10463
3859;M;25-34;other;89145
3983;M;25-34;other;30606
583;F;25-34;other;48067
3931;M;25-34;customer service;92117
708;M;25-34;other;37042
304;M;25-34;other;55414
5689;M;25-34;other;84119
2700;M;25-34;executive/managerial;30117
3381;M;25-34;other;96671
3908;M;25-34;other;10021
5077;M;25-34;artist;20037
5816;M;25-34;other;70119
4715;M;25-34;artist;97205
5645;M;25-34;artist;87123
4480;M;25-34;other;94403
839;M;25-34;other;98103
766;F;25-34;executive/managerial;95128
5501;M;25-34;artist;33334
4185;M;25-34;sales/marketing;90274
844;M;25-34;other;92121
3588;M;25-34;artist;90068
4386;M;25-34;customer service;74055
735;M;25-34;sales/marketing;4240
5329;F;25-34;customer service;91773
1124;M;25-34;artist;60156
740;M;25-34;sales/marketing;24551
970;M;25-34;other;27615
2917;M;25-34;other;60201
852;M;25-34;customer service;92105
730;M;25-34;other;10580
368;M;25-34;other;90293
3650;M;25-34;other;60611
509;M;25-34;artist;55125
5279;F;25-34;sales/marketing;55418
2432;M;25-34;college/grad student;22903
5717;M;25-34;other;3766
1100;M;25-34;other;60090
3158;M;25-34;scientist;15217
4989;M;25-34;other;55121
6005;F;25-34;customer service;28401
4299;F;25-34;artist;43617
2686;M;25-34;other;85283
5117;F;25-34;other;70118
3903;M;25-34;other;2542
5257;F;25-34;artist;10019
5240;F;25-34;other;94104
4720;M;25-34;artist;90035
507;F;25-34;other;55405
822;F;25-34;academic/educator;7666
4420;M;25-34;scientist;92557
4790;F;25-34;artist;94133
1000;F;25-34;doctor/health care;90027
5767;M;25-34;artist;75287
1085;M;25-34;executive/managerial;34695
4461;M;25-34;writer;81101
3067;F;25-34;other;2148
2995;M;25-34;scientist;97333
5614;M;25-34;other;12833
5795;M;25-34;academic/educator;92688
1611;M;25-34;other;3867
4860;M;25-34;artist;60640
3840;F;25-34;other;2176
1168;F;25-34;other;94109
514;M;25-34;artist;55113
1340;M;25-34;executive/managerial;14302
5294;M;25-34;artist;60626
283;M;25-34;other;10003
6021;M;25-34;programmer;8876
5509;M;25-34;other;11215
50;F;25-34;artist;98133
3284;M;25-34;doctor/health care;48197
1239;F;25-34;writer;50111
3396;M;25-34;programmer;15217
3606;F;25-34;scientist;2445
779;M;25-34;other;60156
2757;M;25-34;artist;10023
4020;M;25-34;doctor/health care;77034
5488;M;25-34;scientist;91125
527;F;25-34;artist;11201
1726;M;25-34;artist;60160
3505;F;25-34;scientist;55455
3335;M;25-34;other;10023
3177;F;25-34;doctor/health care;94132
2833;M;25-34;scientist;85003
4552;M;25-34;other;22306
3194;M;25-34;scientist;92648
575;M;25-34;programmer;92130
1075;F;25-34;doctor/health care;60660
539;M;25-34;artist;55103
3769;M;25-34;scientist;2446
4150;M;25-34;other;29672
5770;M;25-34;other;80231
3798;M;25-34;executive/managerial;48326
4933;M;25-34;scientist;94040
5000;M;25-34;college/grad student;46254
4236;F;25-34;clerical/admin;7960
4344;M;25-34;academic/educator;44240
1843;M;25-34;programmer;10014
5292;M;25-34;other;97401
5341;F;25-34;clerical/admin;85018
2226;F;25-34;executive/managerial;27514
2984;M;25-34;college/grad student;48105
1022;M;25-34;clerical/admin;918
4332;F;25-34;clerical/admin;60606
5661;F;25-34;scientist;3255
1172;F;25-34;other;61801
3360;F;25-34;other;92646
4928;F;25-34;clerical/admin;92103
2378;M;25-34;clerical/admin;75150
4214;F;25-34;other;20121
3265;M;25-34;scientist;53704
5101;M;25-34;other;90069
4085;F;25-34;doctor/health care;79416
980;M;25-34;doctor/health care;92014
4058;M;25-34;doctor/health care;73118
3976;F;25-34;other;44107
3490;M;25-34;other;74136
1077;M;25-34;clerical/admin;60660
139;F;25-34;writer;45409
2398;M;25-34;other;98122
303;M;25-34;executive/managerial;20006
340;F;25-34;clerical/admin;28001
823;M;25-34;other;92078
5988;M;25-34;scientist;94022
3053;F;25-34;clerical/admin;55102
3863;M;25-34;other;94558
4776;F;25-34;clerical/admin;46227
4403;M;25-34;scientist;90066
3744;M;25-34;other;60645
1820;M;25-34;writer;50265
2208;M;25-34;other;10006
388;F;25-34;other;10021
2892;M;25-34;college/grad student;84064
3789;F;25-34;other;94110
3749;F;25-34;other;60664
2290;M;25-34;other;61021
4459;M;25-34;academic/educator;28027
3814;M;25-34;scientist;98102
963;M;25-34;other;48197
235;M;25-34;other;98153
4608;F;25-34;other;2144
5375;M;25-34;other;2131
2801;F;25-34;clerical/admin;12866
5150;M;25-34;clerical/admin;98034
5140;M;25-34;doctor/health care;35205
1208;M;25-34;other;12590
172;M;25-34;clerical/admin;7661
4576;F;25-34;executive/managerial;48237
1579;M;25-34;other;60201
607;M;25-34;other;43614
1539;M;25-34;clerical/admin;2359
5272;M;25-34;executive/managerial;90210
1076;F;25-34;clerical/admin;27606
149;M;25-34;academic/educator;29205
1560;F;25-34;clerical/admin;85226
2008;M;25-34;clerical/admin;48220
1687;M;25-34;clerical/admin;85013
5229;M;25-34;other;60173
173;M;25-34;other;45237
4504;F;25-34;other;65775
5008;M;25-34;writer;60615
5720;M;25-34;other;60610
4793;F;25-34;doctor/health care;48108
3778;M;25-34;other;61832
2445;M;25-34;other;48104
3782;F;25-34;other;94602
4308;M;25-34;other;33702
3542;M;25-34;scientist;14803
4385;M;25-34;college/grad student;93940
4433;M;25-34;other;43081
913;M;25-34;other;20744-6223
3109;F;25-34;lawyer;43201
5087;F;25-34;doctor/health care;19102
1419;F;25-34;academic/educator;95336
2376;M;25-34;academic/educator;13210
4642;M;25-34;other;44691
1538;M;25-34;clerical/admin;22601
4088;M;25-34;clerical/admin;77057
2215;F;25-34;other;93940
1572;F;25-34;clerical/admin;2155
275;M;25-34;other;48162
3110;M;25-34;other;10002
1141;F;25-34;clerical/admin;84770
4740;F;25-34;clerical/admin;38134
3678;M;25-34;other;6880
1244;M;25-34;college/grad student;22030
3438;F;25-34;other;78735
2709;F;25-34;other;60660
253;F;25-34;lawyer;97370
4292;M;25-34;other;98178
5748;M;25-34;other;92155
2149;M;25-34;other;60089
2273;M;25-34;doctor/health care;23235
2678;M;25-34;doctor/health care;49707
289;F;25-34;other;11801
2840;M;25-34;other;60660
5878;F;25-34;other;60640
5271;F;25-34;other;94110
2690;M;25-34;executive/managerial;24210
658;F;25-34;other;10021
2216;F;25-34;writer;60612
2604;M;25-34;other;45459
4976;M;25-34;lawyer;65775
3564;M;25-34;lawyer;2169
4118;M;25-34;clerical/admin;91221
3091;F;25-34;other;19107
587;M;25-34;writer;92649
1964;F;25-34;doctor/health care;89523
5983;M;25-34;clerical/admin;29208
2895;M;25-34;lawyer;7039
3741;M;25-34;other;96818
4024;M;25-34;customer service;45011
1641;M;25-34;other;95819
5814;M;25-34;other;91403
5739;M;25-34;executive/managerial;90212
638;M;25-34;doctor/health care;77584
4683;M;25-34;other;22101
4895;F;25-34;clerical/admin;52001
6019;M;25-34;other;10024
2219;M;25-34;doctor/health care;60060
1408;M;25-34;other;90046
1587;F;25-34;clerical/admin;30308
668;F;25-34;clerical/admin;22042
5259;M;25-34;doctor/health care;94404
3560;F;25-34;doctor/health care;74105
2386;F;25-34;other;6040
2021;M;25-34;other;61364
3457;M;25-34;writer;19083
3499;M;25-34;clerical/admin;77006
1760;F;25-34;clerical/admin;90016
773;M;25-34;doctor/health care;48108
684;M;25-34;college/grad student;27510
4499;M;25-34;doctor/health care;62702
5832;F;25-34;other;78240
1059;F;25-34;other;97213
2272;M;25-34;other;71731
1790;M;25-34;other;19152
3541;M;25-34;clerical/admin;2494
3264;F;25-34;academic/educator;94536
3530;M;25-34;other;77058
5278;F;25-34;executive/managerial;55122
1147;M;25-34;writer;98101
4384;M;25-34;other;43623
5384;F;25-34;clerical/admin;94117
5483;F;25-34;doctor/health care;15202
3095;F;25-34;clerical/admin;6810
1716;M;25-34;other;43229
1512;M;25-34;writer;11102
4107;F;25-34;other;23221
849;M;25-34;clerical/admin;75006
549;M;25-34;doctor/health care;53217
5651;F;25-34;doctor/health care;74105
1603;F;25-34;other;13326
4898;M;25-34;academic/educator;27713
1361;F;25-34;other;97401
5364;F;25-34;clerical/admin;55408
4563;F;25-34;doctor/health care;22903
1604;M;25-34;lawyer;50111
5941;F;25-34;other;60640
3012;M;25-34;programmer;78660
1326;F;25-34;other;98115
3644;F;25-34;lawyer;53711
1444;F;25-34;college/grad student;91106
2479;F;25-34;academic/educator;23454
1127;M;25-34;other;11788
4607;M;25-34;other;27403
5727;M;25-34;college/grad student;92843
3193;M;25-34;other;92019
2389;M;25-34;self-employed;37922
5465;F;25-34;other;10019
1704;M;25-34;college/grad student;98926
2831;M;25-34;other;32225
1822;F;25-34;other;53713
4798;M;25-34;academic/educator;19335
5527;M;25-34;academic/educator;70803
5836;M;25-34;other;91604
2192;F;25-34;other;27713
3122;F;25-34;executive/managerial;22209
1230;M;25-34;lawyer;95125
5612;F;25-34;academic/educator;2148
5372;M;25-34;college/grad student;10549
133;F;25-34;other;55071
1501;M;25-34;lawyer;75801
3446;M;25-34;executive/managerial;30620
4911;F;25-34;other;55421
2958;M;25-34;executive/managerial;91911
2437;M;25-34;college/grad student;22923
2080;M;25-34;lawyer;37931
4309;M;25-34;other;36301
15;M;25-34;executive/managerial;22903
5284;M;25-34;self-employed;55426
1599;M;25-34;other;92646
184;F;25-34;other;19001
993;M;25-34;other;45678
546;F;25-34;other;37211
4334;M;25-34;academic/educator;70458
3787;F;25-34;other;94703
5896;M;25-34;other;60657
5315;M;25-34;programmer;22903
4638;M;25-34;college/grad student;55417
757;M;25-34;programmer;97401
2615;M;25-34;executive/managerial;21029
2904;M;25-34;college/grad student;16802
3267;M;25-34;college/grad student;78705
3636;M;25-34;other;6708
5697;M;25-34;other;95826
1427;M;25-34;programmer;21401
6023;M;25-34;other;43213
3399;M;25-34;college/grad student;14623
5747;M;25-34;other;3755
3480;M;25-34;other;59405
492;M;25-34;programmer;55112
8;M;25-34;programmer;11413
3243;M;25-34;programmer;98117
2351;F;25-34;other;11106
815;M;25-34;college/grad student;37130
5309;M;25-34;other;2478
4783;M;25-34;other;60618
3681;M;25-34;executive/managerial;29662
5871;F;25-34;college/grad student;1002
4377;M;25-34;other;32444
3173;M;25-34;programmer;55317
5192;M;25-34;executive/managerial;80303
4845;F;25-34;academic/educator;55413
5274;M;25-34;other;60611
696;M;25-34;programmer;94114
4663;M;25-34;college/grad student;92037
4750;F;25-34;other;91107
26;M;25-34;executive/managerial;23112
5574;M;25-34;other;20878
2816;M;25-34;executive/managerial;60015
5402;F;25-34;other;30102
3764;M;25-34;academic/educator;6111
1866;M;25-34;executive/managerial;94043
4877;M;25-34;college/grad student;94703
300;M;25-34;executive/managerial;78664
3125;M;25-34;executive/managerial;10025
96;F;25-34;self-employed;78028
891;M;25-34;academic/educator;80202
2925;F;25-34;college/grad student;23454
4380;F;25-34;academic/educator;37153
3437;F;25-34;other;37203
3462;F;25-34;college/grad student;73160
2419;M;25-34;other;6096
252;M;25-34;programmer;94112
4545;M;25-34;self-employed;47274
3568;M;25-34;other;98503
299;M;25-34;programmer;97370
1332;M;25-34;executive/managerial;2840
3416;M;25-34;programmer;20850
3520;M;25-34;other;40515
259;M;25-34;academic/educator;60615
4625;M;25-34;executive/managerial;92691
3521;M;25-34;other;53213
53;M;25-34;other;96931
179;M;25-34;other;2135
4862;M;25-34;other;94086
5035;F;25-34;technician/engineer;19810
1621;M;25-34;college/grad student;11423
2246;M;25-34;other;60622
570;M;25-34;college/grad student;33314
4036;M;25-34;academic/educator;46530
5293;M;25-34;programmer;95030
5850;F;25-34;executive/managerial;78230
5771;M;25-34;executive/managerial;95616
3249;F;25-34;college/grad student;92648
1521;F;25-34;executive/managerial;8902
2881;F;25-34;programmer;77019
134;M;25-34;other;66212
622;M;25-34;other;92612
5230;M;25-34;programmer;91104
2742;M;25-34;technician/engineer;36092
3527;M;25-34;other;53213
5028;M;25-34;programmer;92404
2105;M;25-34;academic/educator;24060
3641;M;25-34;other;92008
3073;M;25-34;other;90028
288;F;25-34;programmer;97119
309;M;25-34;college/grad student;16801
4597;F;25-34;college/grad student;22207
2505;M;25-34;executive/managerial;55405
3876;M;25-34;other;11235
1459;F;25-34;other;80027
4532;M;25-34;executive/managerial;10025
417;F;25-34;other;50613
1635;M;25-34;other;97212
4336;F;25-34;other;40241
3649;F;25-34;other;94115
2998;F;25-34;academic/educator;45241
1812;F;25-34;programmer;48103
1139;M;25-34;academic/educator;93420-2852
114;F;25-34;artist;83712
624;M;25-34;academic/educator;75207
3154;F;25-34;college/grad student;95616
5742;F;25-34;programmer;20850
3331;F;25-34;executive/managerial;6854
5297;M;25-34;programmer;19067
4574;M;25-34;college/grad student;60614
5194;M;25-34;executive/managerial;55409
3239;F;25-34;programmer;7730
2431;F;25-34;college/grad student;22903
3753;M;25-34;executive/managerial;42518
410;F;25-34;academic/educator;55417
142;M;25-34;executive/managerial;10011
3980;M;25-34;college/grad student;66762
4435;M;25-34;executive/managerial;76904
5475;M;25-34;college/grad student;94110
3358;F;25-34;academic/educator;91790
3991;M;25-34;executive/managerial;33309
5692;F;25-34;executive/managerial;29615
5842;M;25-34;college/grad student;43201
2029;F;25-34;programmer;10011
595;M;25-34;executive/managerial;10019
5429;F;25-34;academic/educator;2460
3107;M;25-34;technician/engineer;92656
2463;M;25-34;executive/managerial;33916
2107;M;25-34;academic/educator;24060
2939;F;25-34;scientist;94901
5763;F;25-34;academic/educator;8904
6009;F;25-34;programmer;60540
3494;M;25-34;academic/educator;28607
809;M;25-34;technician/engineer;70508
3281;M;25-34;technician/engineer;79705
4089;M;25-34;executive/managerial;79416
3899;M;25-34;technician/engineer;2135
5677;M;25-34;academic/educator;13210
3885;M;25-34;programmer;92728
2823;M;25-34;college/grad student;2452
5999;F;25-34;academic/educator;55455
2511;M;25-34;executive/managerial;15209
682;M;25-34;college/grad student;27510
6035;F;25-34;academic/educator;78734
938;F;25-34;academic/educator;1060
5839;M;25-34;academic/educator;27106
5825;F;25-34;college/grad student;43201
3679;M;25-34;college/grad student;68108
1245;M;25-34;technician/engineer;80461
5554;M;25-34;academic/educator;92116
5142;M;25-34;academic/educator;92101
4658;M;25-34;college/grad student;99163
2553;M;25-34;executive/managerial;29369
1228;M;25-34;academic/educator;94720
5874;M;25-34;college/grad student;1002
488;M;25-34;programmer;55107
5102;M;25-34;programmer;90240
5121;M;25-34;executive/managerial;91608
2197;F;25-34;academic/educator;27515
3684;M;25-34;technician/engineer;83713
5031;F;25-34;college/grad student;89431
93;M;25-34;technician/engineer;95825
2681;F;25-34;college/grad student;48823
4589;M;25-34;technician/engineer;2139
2972;M;25-34;college/grad student;97330
1155;M;25-34;programmer;90278
1757;M;25-34;college/grad student;75206
286;M;25-34;academic/educator;54601
4858;M;25-34;academic/educator;4086
3299;F;25-34;college/grad student;19119
5865;M;25-34;technician/engineer;95926
5083;M;25-34;college/grad student;16803
4111;M;25-34;scientist;32603
4646;F;25-34;doctor/health care;90405
1396;F;25-34;programmer;94530
2768;M;25-34;technician/engineer;90210
4801;M;25-34;college/grad student;30349
603;F;25-34;doctor/health care;32256
5019;M;25-34;executive/managerial;10025
5974;F;25-34;academic/educator;32303
3686;M;25-34;executive/managerial;48070
1510;F;25-34;academic/educator;48067
117;M;25-34;technician/engineer;33314
1530;M;25-34;college/grad student;53711
1990;M;25-34;executive/managerial;85257
4138;M;25-34;executive/managerial;91423
4137;M;25-34;executive/managerial;91941
4248;M;25-34;college/grad student;26508
2914;M;25-34;college/grad student;92614
4181;F;25-34;executive/managerial;33177
4263;M;25-34;executive/managerial;40205
2918;M;25-34;programmer;98112
3602;M;25-34;programmer;55443
3116;M;25-34;programmer;98034
377;M;25-34;technician/engineer;55418
4026;M;25-34;executive/managerial;68164
5535;M;25-34;scientist;94538
2228;M;25-34;programmer;60025
1184;F;25-34;college/grad student;92354
3157;M;25-34;programmer;92880
1912;M;25-34;college/grad student;91325
2735;M;25-34;executive/managerial;22903
5306;F;25-34;technician/engineer;92121
5026;M;25-34;technician/engineer;92584
4856;M;25-34;executive/managerial;94110
2971;M;25-34;college/grad student;48104
4857;M;25-34;sales/marketing;23434
219;F;25-34;college/grad student;55113
4604;M;25-34;scientist;10461
1496;M;25-34;technician/engineer;94108
5211;M;25-34;academic/educator;40214
2855;M;25-34;college/grad student;94102
2865;F;25-34;doctor/health care;21014
11;F;25-34;academic/educator;4093
4692;F;25-34;executive/managerial;78703
4432;M;25-34;programmer;21045
921;M;25-34;technician/engineer;92084
5473;M;25-34;academic/educator;20120-6354
2510;M;25-34;executive/managerial;37930
1987;M;25-34;technician/engineer;62629
5920;F;25-34;academic/educator;5401
3102;M;25-34;programmer;34170
1756;F;25-34;academic/educator;75149
2056;M;25-34;college/grad student;56301
5412;M;25-34;programmer;97330
1852;M;25-34;programmer;10036
4609;F;25-34;college/grad student;53951
2786;M;25-34;college/grad student;60201
6024;M;25-34;programmer;53705
4247;M;25-34;college/grad student;82601
3129;M;25-34;executive/managerial;21117
3768;M;25-34;college/grad student;86314
4855;M;25-34;programmer;90034
3388;F;25-34;academic/educator;92646
515;M;25-34;academic/educator;55406
2433;M;25-34;college/grad student;22903
3837;M;25-34;technician/engineer;28804
3200;F;25-34;academic/educator;98144
482;M;25-34;sales/marketing;55305
2653;M;25-34;executive/managerial;94109
5979;M;25-34;academic/educator;43214
3961;M;25-34;academic/educator;45230
6025;F;25-34;academic/educator;32607
3776;F;25-34;college/grad student;50265
1821;M;25-34;writer;43315
705;M;25-34;college/grad student;48065
3320;M;25-34;academic/educator;56082
1204;M;25-34;executive/managerial;95076
6029;F;25-34;academic/educator;23185
1937;M;25-34;lawyer;92335
1474;M;25-34;college/grad student;98115
69;F;25-34;academic/educator;2143
4487;M;25-34;executive/managerial;1850
2705;M;25-34;academic/educator;27713
5066;F;25-34;academic/educator;23603
479;M;25-34;programmer;55042
3155;M;25-34;executive/managerial;55112
390;M;25-34;college/grad student;55405
5312;M;25-34;academic/educator;10463
4520;M;25-34;college/grad student;45810
222;M;25-34;academic/educator;55116
4742;M;25-34;clerical/admin;94118
1219;M;25-34;executive/managerial;12206
5671;M;25-34;academic/educator;2146
2964;M;25-34;technician/engineer;7030
5740;M;25-34;academic/educator;60613
1859;F;25-34;college/grad student;66049
5797;M;25-34;executive/managerial;78757
2668;F;25-34;college/grad student;94110
5505;F;25-34;college/grad student;2141
3565;M;25-34;tradesman/craftsman;53572
4414;M;25-34;college/grad student;40504
752;F;25-34;clerical/admin;97401
649;M;25-34;college/grad student;80526
5324;M;25-34;executive/managerial;2150
3543;M;25-34;technician/engineer;60659
517;F;25-34;sales/marketing;55408
5451;F;25-34;academic/educator;98115
4619;F;25-34;academic/educator;97225
3198;M;25-34;programmer;94110
4538;M;25-34;programmer;956456
2845;M;25-34;college/grad student;74074
2966;F;25-34;college/grad student;48104
3712;M;25-34;technician/engineer;60042
1695;M;25-34;academic/educator;97206
2301;F;25-34;programmer;2478
3680;F;25-34;academic/educator;94939
610;M;25-34;college/grad student;77025
1488;M;25-34;executive/managerial;94538
3181;M;25-34;programmer;7436
1472;M;25-34;executive/managerial;90248
596;F;25-34;academic/educator;1950
3079;F;25-34;academic/educator;55410
5442;M;25-34;executive/managerial;63110
3950;M;25-34;college/grad student;60056
4132;M;25-34;technician/engineer;80112
3771;M;25-34;academic/educator;14982
4652;F;25-34;executive/managerial;94115
5869;F;25-34;executive/managerial;19103
4581;M;25-34;academic/educator;19103
4166;F;25-34;executive/managerial;75240
1995;M;25-34;academic/educator;85364
3925;M;25-34;programmer;77042
3081;M;25-34;executive/managerial;77252
5049;M;25-34;programmer;60613
3784;F;25-34;academic/educator;98027
1968;M;25-34;lawyer;85258
969;F;25-34;lawyer;19103
5636;M;25-34;executive/managerial;98102
2054;M;25-34;programmer;3110
2507;M;25-34;college/grad student;94107
2812;M;25-34;technician/engineer;60607
1516;F;25-34;programmer;53154
2969;M;25-34;executive/managerial;6851
2349;M;25-34;farmer;50309
3953;M;25-34;programmer;55117
1749;M;25-34;artist;10040
5672;F;25-34;college/grad student;43212
1973;M;25-34;academic/educator;22903
4071;M;25-34;technician/engineer;33823
4890;F;25-34;academic/educator;79928
396;M;25-34;academic/educator;56187
2474;M;25-34;programmer;83815
4586;M;25-34;college/grad student;1604
4769;M;25-34;academic/educator;2571
4559;M;25-34;executive/managerial;5346
3355;M;25-34;academic/educator;400060
3835;M;25-34;executive/managerial;40515
4524;M;25-34;artist;55113
418;F;25-34;clerical/admin;54016
5415;F;25-34;executive/managerial;3862
923;M;25-34;executive/managerial;37212
4818;F;25-34;technician/engineer;91007
3354;M;25-34;executive/managerial;18615
2504;M;25-34;executive/managerial;98115
3472;M;25-34;doctor/health care;33156
3160;M;25-34;technician/engineer;77521
5328;F;25-34;college/grad student;91740
2600;M;25-34;sales/marketing;19312
167;F;25-34;lawyer;10022
1099;M;25-34;technician/engineer;77059
5880;M;25-34;academic/educator;8904
1297;M;25-34;executive/managerial;92109
4913;F;25-34;academic/educator;970025
4901;M;25-34;executive/managerial;11228
4123;F;25-34;college/grad student;46807
5726;M;25-34;academic/educator;77845
4097;M;25-34;executive/managerial;63366
3826;M;25-34;academic/educator;48105
5371;M;25-34;lawyer;55408
497;F;25-34;technician/engineer;55412
5434;F;25-34;executive/managerial;60618
3130;M;25-34;executive/managerial;32835
2645;M;25-34;executive/managerial;60657
5976;F;25-34;academic/educator;26542
